simulation_id,claim_count,annual_loss
13767,0,0.0
13777,0,0.0
13779,0,0.0
13787,0,0.0
13799,2,1538.985926120888
13805,0,0.0
13817,0,0.0
13819,0,0.0
13832,0,0.0
13842,0,0.0
13849,0,0.0
13878,0,0.0
13883,0,0.0
13891,0,0.0
13893,0,0.0
13894,0,0.0
13909,0,0.0
13946,0,0.0
13952,0,0.0
14032,0,0.0
14035,0,0.0
14037,0,0.0
14048,0,0.0
14051,0,0.0
14073,0,0.0
14075,1,4311.020554610928
14077,0,0.0
14096,0,0.0
14099,0,0.0
14103,0,0.0
14117,0,0.0
14129,1,598.7914735414906
14135,0,0.0
14159,0,0.0
14171,0,0.0
14188,0,0.0
14193,0,0.0
14208,0,0.0
14224,0,0.0
14235,0,0.0
14256,0,0.0
14263,0,0.0
14272,1,15628.848862959445
14281,0,0.0
14309,0,0.0
14313,0,0.0
14314,1,1277.5892120772905
14318,0,0.0
14334,0,0.0
14338,0,0.0
14343,0,0.0
14348,0,0.0
14354,0,0.0
14366,0,0.0
14374,1,2123.204873248822
14375,0,0.0
14385,0,0.0
14386,0,0.0
14387,1,2116.9660644978385
14394,0,0.0
